action,semantic_task,prompt_namespace,provider,model,input_tokens,output_tokens,estimated_cost_usd
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2863,729,0.001447
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,12082,719,0.003279
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,13030,1225,0.004076
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2853,612,0.001305
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,13238,2921,0.006153
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2869,836,0.001577
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2863,615,0.001311
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,15071,1935,0.005336
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,14014,199,0.003042
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2876,611,0.001308
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2859,444,0.001105
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2836,307,0.000936
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2852,838,0.001576
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3231,1589,0.002553
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2875,614,0.001312
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2867,277,0.000906
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2855,544,0.001224
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,2672,686,0.001358
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5310,2734,0.004343
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,12389,1254,0.003983
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,600,347,0.000536
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,23812,2735,0.008044
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,742,703,0.000992
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,8901,590,0.002488
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,9965,328,0.002387
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,749,598,0.000867
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,9686,932,0.003056
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,9162,710,0.002684
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,17139,1584,0.005329
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,732,665,0.000944
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,723,139,0.000311
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,745,562,0.000823
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,391,116,0.000217
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9556,2025,0.004341
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,14510,625,0.003652
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,14497,723,0.003767
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,15407,2507,0.00609
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,15615,3812,0.007697
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,17649,2398,0.006407
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,16700,278,0.003674
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5689,1293,0.002689
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3034,2320,0.003391
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5302,744,0.001953
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,559,224,0.000381
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,19440,876,0.004939
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,28442,3578,0.009982
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,15675,237,0.003419
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,15505,598,0.003819
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,15181,670,0.00384
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,18430,1512,0.0055
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,15861,628,0.003926
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9669,1939,0.004261
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,16068,546,0.003869
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,15978,914,0.004292
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,17056,2123,0.005959
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,17264,2530,0.006489
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,19268,2064,0.00633
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,18365,297,0.004029
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3769,1170,0.002158
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,3308,739,0.001548
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,9981,1898,0.004274
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,9774,1265,0.003473
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,5158,634,0.001792
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,17738,2048,0.00572
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,17093,2425,0.006329
artifacts:regenerate:quotes,artifacts:regenerate:quotes,report_vs/artifacts/regenerate/quotes,openai,gpt-5.6-luna,1075,103,0.000339
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,17738,2048,0.002813
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,17093,2042,0.002793
artifacts:regenerate:quotes,artifacts:regenerate:quotes,report_vs/artifacts/regenerate/quotes,openai,gpt-5.6-luna,1075,119,0.000358
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,17738,2048,0.002813
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,17093,2802,0.003705
artifacts:regenerate:quotes,artifacts:regenerate:quotes,report_vs/artifacts/regenerate/quotes,openai,gpt-5.6-luna,1075,107,0.000343
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,17738,2048,0.002813
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,17093,3629,0.004697
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,630,288,0.000472
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,766,347,0.00057
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,6881,859,0.002407
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,5373,1362,0.002709
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,2742,250,0.000848
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,3822,515,0.001382
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,2797,626,0.001311
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,3951,896,0.001865
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,3741,429,0.001263
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,986,258,0.000507
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,994,162,0.000393
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,956,218,0.000453
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,966,127,0.000346
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9199,1583,0.003739
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,12977,515,0.003213
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,13073,497,0.003211
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,13843,1906,0.005056
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,14051,1998,0.005208
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,15586,2067,0.005598
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,14827,192,0.003196
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3186,1647,0.002614
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5322,2165,0.003662
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,4940,796,0.001943
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5.6-luna,4101,819,0.001803
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,7860,902,0.002654
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,8453,2398,0.004568
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,731,286,0.000489
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,4766,234,0.001234
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,883,590,0.000885
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,4756,309,0.001322
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,4829,592,0.001676
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,728,573,0.000833
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,839,387,0.000632
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,7782,687,0.002381
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,740,459,0.000699
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,876,311,0.000548
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,6936,1822,0.003574
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,410,114,0.000219
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,724,147,0.000321
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,661,159,0.000323
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,6394,484,0.00186
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,6416,613,0.002019
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9612,1642,0.003893
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,14514,546,0.003558
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,14610,437,0.003446
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,15379,2464,0.006033
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,15587,3331,0.007115
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,17505,2457,0.006449
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,16743,241,0.003638
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3419,1787,0.002828
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5965,1684,0.003214
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,12005,1146,0.003776
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,738,250,0.000448
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,15487,2339,0.005904
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,871,404,0.000659
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,727,515,0.000763
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,8542,412,0.002203
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,8359,354,0.002097
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,742,357,0.000577
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,8881,818,0.002758
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,835,874,0.001216
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,736,367,0.000588
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,15140,650,0.003808
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,794,515,0.000777
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,624,240,0.000413
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,815,374,0.000612
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,10716,1608,0.004073
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,757,238,0.000437
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,540,129,0.000263
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,536,100,0.000227
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9624,1840,0.004133
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,16744,666,0.004148
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,16654,453,0.003874
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,17523,2482,0.006483
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,17731,3275,0.007476
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,19602,2124,0.006469
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,18827,178,0.003979
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,2713,1018,0.001764
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,5448,1775,0.00322
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5006,809,0.001972
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,13398,1146,0.004055
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,875,421,0.00068
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,726,448,0.000683
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2093,331,0.000816
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,2103,427,0.000933
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,16591,2929,0.006833
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,10126,197,0.002262
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,10389,475,0.002648
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,9078,434,0.002336
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,8278,935,0.002778
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,13492,1818,0.00488
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,668,165,0.000332
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9590,1678,0.003932
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,14172,663,0.00363
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,14190,618,0.00358
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,15063,1925,0.005323
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,15271,2699,0.006293
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,16854,1753,0.005474
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,16028,173,0.003413
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3314,1590,0.002571
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,6116,1370,0.002867
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5638,942,0.002258
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,4110,400,0.001302
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,13816,2048,0.004936
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,12957,2567,0.005672
artifacts:regenerate:linkedin_post,artifacts:regenerate:linkedin_post,report_vs/artifacts/regenerate/linkedin_post,openai,gpt-5.6-luna,3653,2161,0.003324
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,3753,965,0.001909
validate:grounding,validate:grounding,report_vs/validate/grounding,openai,gpt-5.6-luna,13687,2048,0.00491
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,12824,3016,0.006184
artifacts:regenerate:linkedin_post,artifacts:regenerate:linkedin_post,report_vs/artifacts/regenerate/linkedin_post,openai,gpt-5.6-luna,3653,1030,0.001967
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,3701,775,0.00167
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5.6-luna,3066,981,0.00179
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,8085,1710,0.003669
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,8961,2352,0.004615
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,519,241,0.000393
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,862,423,0.00068
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,4977,177,0.001208
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,4962,499,0.001591
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,5034,610,0.001739
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,8156,153,0.001815
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,5072,187,0.001239
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,6954,1692,0.003421
structured_output:regenerate,structured_output:regenerate,report_vs/structured_output/regenerate,openai,gpt-5.6-luna,5028,254,0.00131
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,36003,3556,0.011468
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,17638,398,0.004005
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,17420,700,0.004324
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,15738,650,0.003928
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,14461,634,0.003653
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,16757,1749,0.00545
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,18601,8192,0.013551
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,16224,620,0.003989
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9535,1397,0.003583
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,14670,770,0.003858
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,14580,453,0.00346
artifacts:summary,artifacts:summary,report_vs/artifacts/summary,openai,gpt-5.6-luna,15572,2165,0.005712
artifacts:insights_candidates,artifacts:insights_candidates,report_vs/artifacts/insights_candidates,openai,gpt-5.6-luna,15780,2310,0.005928
artifacts:insights_final,artifacts:insights_final,report_vs/artifacts/insights_final,openai,gpt-5.6-luna,17624,2008,0.005934
artifacts:cover_semantics,artifacts:cover_semantics,report_vs/artifacts/cover_semantics,openai,gpt-5.6-luna,16868,166,0.003573
artifacts:expert_comment,artifacts:expert_comment,report_vs/artifacts/expert_comment,openai,gpt-5.6-luna,3277,1853,0.002879
artifacts:linkedin_post,artifacts:linkedin_post,report_vs/artifacts/linkedin_post,openai,gpt-5.6-luna,7787,2103,0.004081
doc_map,doc_map,report_vs/doc_map,openai,gpt-5.6-luna,4694,1656,0.002926
evidence_packs:scope,evidence_packs:scope,report_vs/evidence_packs/scope,openai,gpt-5.6-luna,4119,216,0.001083
evidence_packs:methods,evidence_packs:methods,report_vs/evidence_packs/methods,openai,gpt-5.6-luna,4146,406,0.001316
evidence_packs:quote_candidates,evidence_packs:quote_candidates,report_vs/evidence_packs/quote_candidates,openai,gpt-5.6-luna,4191,683,0.001658
evidence_packs:findings,evidence_packs:findings,report_vs/evidence_packs/findings,openai,gpt-5.6-luna,5899,1345,0.002794
evidence_packs:limitations,evidence_packs:limitations,report_vs/evidence_packs/limitations,openai,gpt-5.6-luna,6449,361,0.001723
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,629,143,0.000297
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,913,357,0.000611
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,721,454,0.000689
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,829,136,0.000329
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,824,143,0.000336
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,494,243,0.00039
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,949,603,0.000913
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,827,137,0.00033
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,852,138,0.000336
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,844,146,0.000344
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,943,482,0.000767
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,867,103,0.000297
rank_candidates,rank_candidates,rank_candidates,openai,gpt-5.6-luna,762,439,0.000679
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,864,242,0.000463
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,627,168,0.000327
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,613,192,0.000353
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,813,106,0.00029
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,841,161,0.000361
taxonomy,taxonomy,report_vs/taxonomy,openai,gpt-5.6-luna,9749,8192,0.01178
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,816,201,0.000404
validate:semantic,validate:semantic,report_vs/validate/semantic,openai,gpt-5.6-luna,837,193,0.000399
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,8516,437,0.002228
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,3339,586,0.001371
context_category_fit,context_category_fit,report_vs/context_category_fit,openai,gpt-5.6-luna,9330,1294,0.003419
rank_candidates:crop_refine,rank_candidates:crop_refine,rank_candidates/crop_refine,openai,gpt-5.6-luna,3357,494,0.001264
context_category_fit_repair,context_category_fit_repair,report_vs/context_category_fit_repair,openai,gpt-5.6-luna,3005,4096,0.005516
structured_output:repair,structured_output:repair,report_vs/structured_output/repair,openai,gpt-5.6-luna,2232,566,0.001126
artifacts:editorial_plan,artifacts:editorial_plan,report_vs/artifacts/editorial_plan,openai,gpt-5.6-luna,18197,709,0.00449
artifacts:quotes,artifacts:quotes,report_vs/artifacts/quotes,openai,gpt-5.6-luna,18507,1012,0.004916
